DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
19-Nov-19,SCOM,Safaricom Plc,23.5,33.5,28.25,29,28.55,28.55,-,-,"2,837,400",-
20-Nov-19,SCOM,Safaricom Plc,23.5,33.5,28.55,29.5,28.6,28.55,0.05,0.18%,"1,199,500",-
21-Nov-19,SCOM,Safaricom Plc,23.5,33.5,28.25,28.95,28.5,28.6,-0.1,0.35%,"10,719,600",-
22-Nov-19,SCOM,Safaricom Plc,23.5,33.5,28.1,29,28.45,28.5,-0.05,0.18%,"13,372,900",-
25-Nov-19,SCOM,Safaricom Plc,23.5,33.5,28,29,28.9,28.45,0.45,1.58%,"3,344,500",-
26-Nov-19,SCOM,Safaricom Plc,23.5,33.5,28.5,29,28.85,28.9,-0.05,0.17%,"2,350,000",-
27-Nov-19,SCOM,Safaricom Plc,23.5,33.5,28.7,29,28.9,28.85,0.05,0.17%,"4,305,900",-
28-Nov-19,SCOM,Safaricom Plc,23.5,33.5,28.45,29.1,28.95,28.9,0.05,0.17%,"3,807,600",-
29-Nov-19,SCOM,Safaricom Plc,23.5,33.5,29,29.95,29.25,28.95,0.3,1.04%,"14,903,000",-
02-Dec-19,SCOM,Safaricom Plc,23.5,33.5,29,29.8,29.4,29.25,0.15,0.51%,"3,394,400",-
03-Dec-19,SCOM,Safaricom Plc,23.5,33.5,29.15,29.75,29.5,29.4,0.1,0.34%,"5,820,700",-
04-Dec-19,SCOM,Safaricom Plc,23.5,33.5,29,29.5,29.4,29.5,-0.1,0.34%,"5,233,400",-
05-Dec-19,SCOM,Safaricom Plc,23.5,33.5,29.4,30,29.45,29.4,0.05,0.17%,"13,172,100",-
06-Dec-19,SCOM,Safaricom Plc,23.5,33.5,29.45,30.25,30,29.45,0.55,1.87%,"5,925,100",-
09-Dec-19,SCOM,Safaricom Plc,23.5,33.5,29.8,30.25,30.15,30,0.15,0.50%,"15,072,100",-
10-Dec-19,SCOM,Safaricom Plc,23.5,33.5,29.8,30.25,30.15,30.15,-,-,"15,072,100",-
11-Dec-19,SCOM,Safaricom Plc,23.5,33.5,30,30.6,30.25,30.15,0.1,0.33%,"3,516,300",-
13-Dec-19,SCOM,Safaricom Plc,23.5,33.5,30,30.5,30.3,30.25,0.05,0.17%,"14,786,600",-
16-Dec-19,SCOM,Safaricom Plc,23.5,33.5,29.8,30.3,30.05,30.3,-0.25,0.83%,"4,849,500",-
17-Dec-19,SCOM,Safaricom Plc,23.5,33.5,29.5,30.1,30,30.05,-0.05,0.17%,"20,994,900",-
18-Dec-19,SCOM,Safaricom Plc,23.5,33.5,29.55,30.5,30.2,30,0.2,0.67%,"5,334,700",-
19-Dec-19,SCOM,Safaricom Plc,23.5,33.5,30.2,31.1,30.9,30.2,0.7,2.32%,"4,872,100",-
20-Dec-19,SCOM,Safaricom Plc,23.5,33.5,30.6,31.5,31.3,30.9,0.4,1.29%,"36,521,700",-
23-Dec-19,SCOM,Safaricom Plc,23.5,33.5,30,32,31.65,31.3,0.35,1.12%,"7,618,600",-
24-Dec-19,SCOM,Safaricom Plc,23.5,33.5,30.3,32,31.7,31.65,0.05,0.16%,"3,069,600",-
27-Dec-19,SCOM,Safaricom Plc,23.5,33.5,31,32,31.45,31.7,-0.25,0.79%,"938,900",-
30-Dec-19,SCOM,Safaricom Plc,23.5,33.5,30,31.5,31.35,31.45,-0.1,0.32%,"5,297,600",-
31-Dec-19,SCOM,Safaricom Plc,23.5,33.5,31,31.6,31.5,31.35,0.15,0.48%,"6,325,600",-
